证券代码,证券简称,地域概念名称,板块代码,概念名称,收盘价(元),涨跌幅(%),涨跌(元),最高价(元),最低价(元),换手率(%),量比,成交量(股),成交额(元),最新股息率(%),总市值(亿元),流通市值(元),行业名称,分类
688010,福光股份,福建,科创板,"军工,安防概念,福建自贸区,半导体设备概念,区块链,专精特新,融资融券,转融券标的,超高清视频,智能制造,沪股通,商业航天,华为概念,军民融合,光刻机,机器视觉,AI-PIN,航天装备概念,仪器仪表概念,微利股,无人驾驶,科创企业同股同权,TMT,机器人概念",23.71,-2.83,-0.69,24.46,23.53,2.42,0.57,3891223.0,92623154.0,0.24,38.07,3806915014.38,电子-光学光电子-光学元件,专精特新/核心供应商
688011,新光光电,黑龙江,科创板,"军工,军工信息化,专精特新,融资融券,昨日高振幅,转融券标的,印巴冲突概念,科创企业同股同权,沪股通,黑龙江自贸区,军民融合",68.6,9.58,6.0,68.8,62.6,3.57,2.44,3535998.0,235391076.0,0.0,68.26,6802549077.8,国防军工-军工电子Ⅱ-军工电子Ⅲ,专精特新
688012,中微公司,,,,344.0,-0.72,-2.5,389.0,344.0,3.47,1.1,32711368.0,11944345519.0,0.06,3294.98,324115781072.0,电子-半导体-半导体设备,核心供应商
688013,天臣医疗,江苏,科创板,"专精特新,融资融券,医疗器械概念,转融券标的,微盘股概念,科创企业同股同权,健康中国,智能医疗",24.28,3.72,0.87,24.36,23.17,1.92,1.1,1556463.0,37306265.0,6.08,19.7,1970457968.0,医药生物-医疗器械-医疗耗材,专精特新
688015,交控科技,,,,15.38,2.33,0.35,15.49,15.06,0.79,1.29,1481315.0,22712339.0,1.5,29.02,2901909811.96,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,核心供应商
688016,心脉医疗,上海,科创板,"专精特新,医疗器械概念,融资融券,转融券标的,健康中国,科创企业同股同权,沪股通,纳入富时罗素",93.9,0.48,0.45,94.15,93.06,0.84,0.74,1032204.0,96609256.0,1.72,115.74,11574312786.3,医药生物-医疗器械-医疗耗材,专精特新
688017,绿的谐波,江苏,科创板,"中盘股,专精特新,融资融券,工业自动化,人形机器人,转融券标的,科创企业同股同权,沪股通,减速器,机器人概念,新型工业化,高价股",311.95,2.73,8.3,326.0,300.68,8.7,1.5,15957717.0,5022907122.0,0.03,571.9,57189832493.75,机械设备-自动化设备-机器人,专精特新/核心供应商
688018,乐鑫科技,,,,102.7,11.78,10.82,104.8,98.0,4.78,1.56,11212571.0,1135583029.0,0.28,240.71,24071268739.7,电子-半导体-数字芯片设计,核心供应商
688019,安集科技,上海,科创板,"集成电路概念,半导体材料概念,LED概念,专精特新,中盘股,融资融券,行业龙头,转融券标的,第三代半导体,芯片概念,沪股通,高价股,大基金二期,上海自贸区,新材料,中芯国际概念,存储器,碳基半导体,科创企业同股同权,先进封装(Chiplet),TMT,纳入富时罗素,光刻胶",216.91,-8.62,-20.47,237.0,215.88,4.33,0.97,9861010.0,2197019347.0,0.12,493.45,49345444810.65,电子-电子化学品Ⅱ-电子化学品Ⅲ,专精特新/核心供应商/行业龙头
688020,方邦股份,广东,科创板,"稀土永磁,专精特新,融资融券,5G概念,转融券标的,昨日触板,沪股通,复合集流体(PET铜箔),高价股,华为概念,小米概念,PCB概念,消费电子产业,5.5G,新材料,TMT,先进封装(Chiplet),科创企业同股同权",98.28,-4.83,-4.99,105.94,95.53,5.53,0.92,4560637.0,453282996.0,0.19,80.99,8098566840.0,电子-元件-印制电路板,专精特新/核心供应商
688021,奥福科技,山东,科创板,"尾气治理,氢能源,专精特新,融资融券,转融券标的,微盘股概念,燃料电池概念,科创企业同股同权,节能环保,汽车检测",19.02,5.08,0.92,19.13,17.82,3.38,1.69,2581163.0,47888254.0,0.0,14.53,1453388897.34,汽车-汽车零部件-其他汽车零部件,专精特新
688022,ST瀚川,江苏,科创板,"集成电路概念,专精特新,C2M概念,工业互联网,新能源车,特斯拉,宁德时代概念,新型工业化,华为概念,IGBT,储能概念,边缘计算,机器人概念,ST概念,毫米波雷达,充电桩,无人机,微盘股概念,智能制造,口罩,PCB概念,机器视觉,工业自动化,换电概念,比亚迪概念,一带一路,锂电池概念,微利股,科创企业同股同权,传感器",8.11,2.66,0.21,8.13,7.87,1.08,0.99,1897838.0,15291855.0,0.0,14.26,1426373207.64,机械设备-专用设备-其他专用设备,专精特新/核心供应商
688023,安恒信息,浙江,科创板,"区块链,工业互联网,AI智能体,华为概念,华为昇腾,信创,百度概念,人工智能,量子通信,物联网,阿里概念,数据要素,云计算,数据安全,车联网(车路协同),融资融券,低空经济,转融券标的,无人机,智能制造,杭州亚运会,沪股通,智慧城市,网络安全,国产软件,DeepSeek概念股,科创企业同股同权,TMT,大数据",39.55,13.16,4.6,40.3,35.32,6.75,2.55,6893644.0,265808740.0,0.0,40.41,4041026905.65,计算机-软件开发-横向通用软件,核心供应商
688025,杰普特,广东,科创板,"集成电路概念,MR头显,专精特新,激光,钙钛矿电池,芯片概念,3D打印,深圳特区,宁德时代概念,华为概念,固态电池,光通信,MLCC,共封装光模块(CPO）,融资融券,转融券标的,智能制造,沪股通,苹果概念,高价股,光伏概念,小盘股,PCB概念,机器视觉,比亚迪概念,光纤概念,TMT,科创企业同股同权,TOPCon电池,虚拟现实（VR）",267.57,-3.75,-10.43,278.99,261.05,3.48,0.72,3306037.0,889649623.0,0.16,254.32,25432374112.11,机械设备-自动化设备-激光设备,专精特新/核心供应商
688026,洁特生物,广东,科创板,"细胞免疫治疗,专精特新,医疗器械概念,融资融券,转融券标的,病毒防治,微盘股概念,医疗耗材概念,口罩,辅助生殖,科创企业同股同权,健康中国,含可转债",13.07,3.4,0.43,13.16,12.5,1.94,1.09,2728688.0,35130563.0,0.55,18.35,1833977237.35,医药生物-医疗器械-医疗耗材,专精特新
688027,国盾量子,安徽,科创板,"军工,中盘股,专精特新,政府控股,融资融券,昨日高振幅,转融券标的,大央企重组,量子计算,芯片概念,沪股通,高价股,股权转让,国产软件,央企央资,国企改革,微利股,量子通信,科创企业同股同权,TMT",403.5,4.76,18.32,413.99,376.04,3.78,1.34,3034541.0,1210065505.0,0.0,415.04,32431058295.0,通信-通信设备-通信终端及配件,专精特新
688028,沃尔德,,,,67.51,10.15,6.22,72.88,66.6,6.56,1.43,9896348.0,689905721.0,0.5,101.91,10190566990.0,机械设备-通用设备-磨具磨料,核心供应商
688030,山石网科,江苏,科创板,"数据安全,融资融券,转融券标的,工业互联网,举牌概念,芯片概念,网络安全,华为概念,国产软件,信创,比亚迪概念,VPN,量子通信,DeepSeek概念股,TMT,科创企业同股同权,阿里概念,含可转债",15.79,11.28,1.6,16.25,14.36,3.76,2.3,6768662.0,104852061.0,0.0,28.46,2845924355.72,计算机-软件开发-横向通用软件,核心供应商
688031,星环科技,上海,科创板,"数据安全,融资融券,数字水印,AIPC,转融券标的,工业互联网,数字中国,沪股通,MLOps概念,华为概念,独角兽概念,英伟达概念,国产软件,信创,华为昇腾,人工智能,DeepSeek概念股,TMT,科创企业同股同权,Gemini多模态,华为鲲鹏,卫星互联网,大数据,数据要素",90.42,12.56,10.09,95.53,83.88,8.85,2.78,10724221.0,970882988.0,0.0,109.53,10953109524.72,计算机-软件开发-横向通用软件,核心供应商
688032,禾迈股份,浙江,科创板,"光伏概念,专精特新,融资融券,储能概念,太阳能概念,转融券标的,科创企业同股同权,沪股通",80.18,2.08,1.63,80.97,78.21,0.79,0.92,981269.0,78562199.0,3.96,99.48,9948216838.1,电力设备-光伏设备-逆变器,专精特新/核心供应商
688033,*ST天宜,,,,6.23,1.3,0.08,6.26,6.11,0.5,1.02,2838667.0,17638646.0,0.0,35.02,3502497253.08,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,核心供应商
688035,德邦科技,山东,科创板,"MR头显,集成电路概念,半导体材料概念,半导体产业,专精特新,新能源车,芯片概念,柔性屏,宁德时代概念,小米概念,华为概念,有机硅类,智能穿戴,固态电池,储能概念,高带宽存储器HBM,先进封装(Chiplet),机器人概念,融资融券,液冷概念,转融券标的,液态金属,沪股通,苹果概念,数据中心,光伏概念,PCB概念,消费电子产业,新材料,太阳能概念,人形机器人,锂电池概念,石墨烯,存储器,碳基半导体,科创企业同股同权,高铁,无线耳机,TOPCon电池",52.54,-3.08,-1.67,55.43,52.16,3.62,0.95,5150583.0,273641345.0,0.66,74.73,7473289600.0,电子-电子化学品Ⅱ-电子化学品Ⅲ,专精特新/核心供应商
688037,芯源微,辽宁,科创板,"半导体设备概念,半导体产业,专精特新,政府控股,LED概念,中盘股,融资融券,转融券标的,芯片概念,沪股通,大基金二期,华为海思概念,高价股,华为概念,光刻机,国企改革,中芯国际概念,高带宽存储器HBM,中科院系,存储器,科创企业同股同权,TMT,先进封装(Chiplet)",261.0,-11.04,-32.39,297.5,255.78,5.29,1.29,10677796.0,2858343146.0,0.04,526.61,52661055456.0,电子-半导体-半导体设备,专精特新/核心供应商
688038,中科通达,湖北,科创板,"全息技术,数字经济,ERP概念,华为概念,信创,人工智能,人脸识别,华为鲲鹏,数据要素,车联网(车路协同),智慧政务,数据安全,安防概念,数字孪生,融资融券,转融券标的,微盘股概念,智慧城市,股权转让,国产软件,机器视觉,语音技术,DeepSeek概念股,Gemini多模态,TMT,科创企业同股同权,大数据,华为欧拉",16.17,6.24,0.95,16.29,15.63,2.24,1.01,2610074.0,42120442.0,0.0,18.82,1881757878.0,计算机-软件开发-垂直应用软件,核心供应商
688039,当虹科技,浙江,科创板,"全息技术,专精特新,AIPC,脑科学(脑机接口),元宇宙,腾讯概念,信创,华为昇腾,增强现实（AR）,广电系,AI-PIN,边缘计算,华为星闪概念,文化传媒概念,AI应用,人工智能,AIGC,AI语料,阿里概念,人脸识别,机器人概念,华为鲲鹏,IT服务概念,云计算,智慧政务,安防概念,融资融券,低空经济,转融券标的,智能座舱,超高清视频,无人机,杭州亚运会,沪股通,英伟达概念,华为鸿蒙,国产软件,人形机器人,虚拟数字人,算力一体机,比亚迪概念,DeepSeek概念股,TMT,Gemini多模态,科创企业同股同权,虚拟现实（VR）,华为欧拉,Sora概念(文生视频)",33.2,-2.24,-0.76,34.35,32.89,2.2,1.09,2435996.0,81558588.0,0.0,36.72,3671967276.8,计算机-IT服务Ⅱ-IT服务Ⅲ,专精特新/核心供应商
688041,海光信息,,,,277.0,1.31,3.58,294.0,277.0,1.27,1.17,29487076.0,8430282441.0,0.06,6438.42,643841651207.0,电子-半导体-数字芯片设计,核心供应商
688045,必易微,广东,科创板,"集成电路概念,半导体产业,专精特新,融资融券,转融券标的,第三代半导体,芯片概念,氮化镓,小米概念,粤港澳自贸区,消费电子产业,储能概念,人形机器人,模拟芯片,服务器,TMT,并购重组,科创企业同股同权,MCU芯片,传感器",46.19,-1.3,-0.61,48.93,45.6,4.23,1.38,2986536.0,140806986.0,0.0,32.6,3259951121.91,电子-半导体-模拟芯片设计,专精特新/核心供应商
688046,药康生物,江苏,科创板,"CRO,专精特新,融资融券,科创板做市股,转融券标的,DeepSeek概念股,健康中国,科创企业同股同权,沪股通,生物医药",23.39,-3.15,-0.76,25.25,23.25,1.99,0.79,8146115.0,195427908.0,0.6,95.9,9589900000.0,医药生物-医疗服务-医疗研发外包,专精特新
688047,龙芯中科,,,,106.36,4.43,4.51,107.35,104.41,1.69,1.34,6783267.0,720909853.0,0.0,426.5,42650360000.0,电子-半导体-数字芯片设计,核心供应商
688048,长光华芯,江苏,科创板,"光芯片,半导体产业,专精特新,医疗美容概念,中盘股,第三代半导体,芯片概念,氮化镓,华为概念,光通信,无人驾驶,HALO,共封装光模块(CPO）,激光雷达,融资融券,转融券标的,沪股通,商业航天,高价股,数据中心,可控核聚变,光纤概念,汽车芯片,科创企业同股同权,TMT",236.29,3.92,8.91,243.58,222.5,7.19,0.88,12677086.0,2960121174.0,0.0,416.53,41653187731.47,电子-半导体-分立器件,专精特新/核心供应商
688049,炬芯科技,广东,科创板,"AI算力芯片,半导体产业,专精特新,融资融券,智能手表,转融券标的,芯片概念,沪股通,智能音箱,华为概念,小米概念,智能穿戴,独角兽概念,消费电子产业,粤港澳自贸区,华为星闪概念,语音技术,人工智能,科创企业同股同权,TMT,MCU芯片,物联网,无线耳机,机器人概念",39.79,-2.48,-1.01,42.8,39.52,5.37,0.74,9414615.0,384747842.0,0.73,69.7,6969920793.5,电子-半导体-数字芯片设计,专精特新/核心供应商
688050,爱博医疗,北京,科创板,"专精特新,医疗器械概念,融资融券,转融券标的,眼科医疗,人工智能,健康中国,医疗耗材概念,并购重组,科创企业同股同权,沪股通,MSCI概念",41.99,0.41,0.17,42.13,41.57,1.01,0.68,1944624.0,81396600.0,0.83,81.22,8122450492.65,医药生物-医疗器械-医疗耗材,专精特新
688051,佳华科技,北京,科创板,"区块链,华为概念,PM2.5,人工智能,量子通信,并购重组,物联网,华为鲲鹏,IT服务概念,数据要素,数据安全,智慧政务,融资融券,东数西算/算力,转融券标的,微盘股概念,数字中国,智慧城市,碳交易,数据中心,股权转让,数据确权,虚拟数字人,DeepSeek概念股,TMT,科创企业同股同权,传感器,碳中和,大数据",22.1,3.42,0.73,22.66,21.37,1.88,1.01,1456695.0,32456387.0,0.0,17.09,1709081400.0,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
688052,纳芯微,,,,186.11,2.3,4.19,199.1,185.0,2.53,0.96,3625173.0,697187200.0,0.0,304.3,26690081069.17,电子-半导体-模拟芯片设计,核心供应商
688055,龙腾光电,,,,3.82,3.52,0.13,3.86,3.75,0.48,1.57,16001163.0,60971673.0,0.0,127.33,12733333588.0,电子-光学光电子-面板,核心供应商
688056,莱伯泰科,,,,34.41,0.91,0.31,37.2,34.41,3.03,1.19,2045206.0,73352307.0,1.73,23.21,2321039148.6,机械设备-通用设备-仪器仪表,核心供应商
688057,金达莱,江西,科创板,"污水处理,专精特新,融资融券,转融券标的,科创企业同股同权,节能环保,机器人概念",15.41,2.6,0.39,15.8,15.01,1.52,0.59,4182734.0,64440275.0,1.62,42.53,4253160000.0,环保-环境治理-水务及水治理,专精特新
688058,宝兰德,北京,科创板,"专精特新,5G概念,华为算力,华为概念,华为昇腾,互联网金融,信创,ChatGPT,人工智能,人脸识别,阿里概念,华为鲲鹏,数据要素,云计算,数据安全,融资融券,转融券标的,微盘股概念,智慧城市,华为鸿蒙,国产软件,AI编程,机器视觉,DeepSeek概念股,TMT,科创企业同股同权,大数据,华为欧拉,金融科技",22.24,3.11,0.67,22.28,21.48,2.31,1.57,1752077.0,38600142.0,0.0,16.87,1686604738.56,计算机-软件开发-横向通用软件,专精特新/核心供应商
688059,华锐精密,湖南,科创板,"专精特新,工业母机,融资融券,转融券标的,智能制造,科创企业同股同权,沪股通,机器人概念",69.49,-3.91,-2.83,73.57,68.8,4.53,0.99,5937049.0,417465447.0,0.38,97.27,9103884344.08,机械设备-通用设备-金属制品,专精特新/核心供应商
688060,云涌科技,江苏,科创板,"车联网(车路协同),专精特新,融资融券,工业互联网,虚拟电厂,转融券标的,充电桩,微盘股概念,智能制造,芯片概念,新型工业化,网络安全,国产软件,信创,智能电网,科创企业同股同权,TMT,物联网",33.23,4.5,1.43,33.28,31.47,0.94,1.42,566621.0,18438169.0,0.0,20.0,2000137891.44,计算机-计算机设备-其他计算机设备,专精特新/核心供应商
688061,灿瑞科技,,,,33.35,6.11,1.92,35.16,33.01,1.99,1.3,2288841.0,77787020.0,0.0,38.32,3831561189.85,电子-半导体-模拟芯片设计,核心供应商
688063,派能科技,上海,科创板,"钠离子电池,专精特新,低空经济,融资融券,转融券标的,两轮车,沪股通,数据中心,小盘股,固态电池,磷酸铁锂,储能概念,锂电池概念,科创板做市股,科创企业同股同权,纳入富时罗素",44.51,2.25,0.98,44.6,42.86,2.52,0.94,6174206.0,272837801.0,0.99,109.21,10920940172.99,电力设备-电池-锂电池,专精特新/核心供应商
688065,凯赛生物,上海,科创板,"专精特新,中盘股,合成生物,周期股,融资融券,新材料,科创板做市股,转融券标的,可降解塑料,科创企业同股同权,沪股通",46.21,1.54,0.7,46.4,45.14,0.64,0.81,3748473.0,172338634.0,0.86,333.31,26957899182.19,基础化工-化学制品-其他化学制品,专精特新
688066,*ST航图,北京,科创板,"北斗导航,MR头显,华为算力,昨日高振幅,钙钛矿电池,水利建设,数字乡村,昨日涨停,华为概念,深海科技,华为昇腾,太空算力,人工智能,华为鲲鹏,IT服务概念,卫星互联网,云计算,数据要素,军工信息化,ST概念,军工,空间计算,雄安新区,低空经济,昨日首板,无人机,数字中国,商业航天,智慧城市,国产软件,航天装备概念,时空大数据,DeepSeek概念股,TMT,科创企业同股同权,碳中和,含可转债",8.07,6.89,0.52,8.19,7.65,2.78,1.08,7318234.0,58555896.0,0.0,21.25,2125068395.19,计算机-IT服务Ⅱ-IT服务Ⅲ,核心供应商
688067,爱威科技,湖南,科创板,"新冠抗原检测,专精特新,新冠检测,医疗器械概念,融资融券,转融券标的,病毒防治,医疗信息化,微盘股概念,体外诊断概念,三胎概念,机器视觉,医药电商,人工智能,辅助生殖,科创企业同股同权,智能医疗,幽门螺杆菌概念",21.15,6.71,1.33,21.19,19.73,2.01,1.48,1368059.0,28062329.0,0.72,14.38,1438200000.0,医药生物-医疗器械-体外诊断,专精特新
688069,德林海,江苏,科创板,"专精特新,数字孪生,融资融券,转融券标的,水利建设,节能环保,碳交易,氢能源,光伏概念,污水处理,储能概念,人工智能,科创企业同股同权,碳中和",33.65,1.51,0.5,33.89,31.8,1.0,0.45,1562919.0,51962088.0,0.83,52.71,5270701661.4,环保-环境治理-水务及水治理,专精特新
688070,纵横股份,四川,科创板,"军工,专精特新,飞行汽车(eVTOL),融资融券,低空经济,职业教育,转融券标的,无人机,时空大数据,科创企业同股同权,智慧城市,军民融合",33.03,1.88,0.61,33.47,32.53,1.74,1.42,1534706.0,50660977.0,0.0,29.21,2920529115.0,国防军工-航空装备Ⅱ-航空装备Ⅲ,专精特新
